,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
1697,democratic-republic-congo,2004,2.318,0.06,0.04,"7,015","4,609",86.8,"2,443","2,410","7,007",99.89%,"53,069,000"
1698,democratic-republic-congo,2003,2.419,0.06,0.05,"6,105","4,577",89.0,"2,504","2,469","6,098",99.89%,"51,426,000"
1699,democratic-republic-congo,2002,2.012,0.06,0.04,"6,057","4,414",88.5,"2,570","2,535","6,049",99.88%,"49,872,000"
1700,democratic-republic-congo,2001,1.919,0.06,0.04,"5,919","4,567",94.3,"2,550","2,515","5,914",99.92%,"48,429,000"
1701,democratic-republic-congo,2000,1.969,0.06,0.04,"5,942","4,539",96.4,"2,475","2,440","5,939",99.95%,"47,106,000"
1702,democratic-republic-congo,1999,2.449,0.06,0.05,"5,266","4,357",94.9,"2,473","2,440","5,247",99.64%,"45,920,000"
1703,democratic-republic-congo,1998,2.645,0.07,0.06,"4,680","4,141",92.3,"2,548","2,515","4,662",99.62%,"44,850,000"
1704,democratic-republic-congo,1997,2.655,0.07,0.06,"4,992","4,386",100.1,"2,548","2,515","4,974",99.64%,"43,827,000"
1705,democratic-republic-congo,1996,2.646,0.06,0.06,"6,047","4,676",109.4,"2,574","2,515","6,030",99.72%,"42,757,000"
1706,democratic-republic-congo,1995,2.401,0.06,0.06,"6,114","4,479",107.7,"2,574","2,515","6,097",99.72%,"41,576,000"
1707,democratic-republic-congo,1994,2.566,0.06,0.06,"5,258","4,031",100.1,"3,194","3,131","5,241",99.68%,"40,253,000"
1708,democratic-republic-congo,1993,1.651,0.04,0.04,"5,489","3,926",101.1,"3,194","3,131","5,473",99.71%,"38,816,000"
1709,democratic-republic-congo,1992,1.706,0.03,0.05,"6,011","4,207",112.7,"3,134","3,071","5,993",99.70%,"37,334,000"
1710,democratic-republic-congo,1991,1.970,0.03,0.05,"5,227","4,384",122.1,"2,831","2,772","5,206",99.60%,"35,908,000"
1711,democratic-republic-congo,1990,3.442,0.05,0.10,"5,593","4,420",127.2,"2,831","2,772","5,569",99.57%,"34,761,000"
1712,democratic-republic-congo,1989,3.755,,0.11,"5,866","4,829",143.5,"2,831","2,772","5,836",99.49%,"33,651,000"
1713,democratic-republic-congo,1988,3.944,,0.12,"5,331","4,672",143.4,"2,831","2,772","5,196",97.47%,"32,576,000"
1714,democratic-republic-congo,1987,3.800,,0.12,"5,327","4,534",143.8,"2,831","2,772","5,187",97.37%,"31,535,000"
1715,democratic-republic-congo,1986,3.462,,0.11,"5,342","4,559",149.3,"2,545","2,486","5,204",97.42%,"30,528,000"
1716,democratic-republic-congo,1985,3.693,,0.12,"5,110","4,366",147.7,"2,170","2,111","4,975",97.36%,"29,552,000"
1717,democratic-republic-congo,1984,3.947,,0.14,"4,776","4,057",141.8,"2,170","2,111","4,646",97.28%,"28,608,000"
1718,democratic-republic-congo,1983,4.038,,0.14,"4,561","3,864",139.5,"1,720","1,661","4,432",97.17%,"27,694,000"
1719,democratic-republic-congo,1982,3.098,,0.11,"4,224","3,561",132.8,"1,720","1,661","4,080",96.59%,"26,810,000"
1720,democratic-republic-congo,1981,3.838,,0.14,"4,293","3,614",139.3,"1,720","1,661","4,126",96.11%,"25,953,000"
1721,democratic-republic-congo,1980,3.592,,0.14,"4,388","3,921",156.1,"1,720","1,661","4,199",95.69%,"25,124,000"
1722,tanzania,2020,11.468,0.08,0.18,,,,,,,,"59,734,213"
1723,tanzania,2019,12.759,0.09,0.21,"7,383","6,522",112.5,"1,694",679,"2,471",33.47%,"58,005,461"
1724,tanzania,2018,12.440,0.09,0.21,"7,188","6,151",109.2,"1,693",679,"2,372",32.99%,"56,313,444"
1725,tanzania,2017,12.065,0.09,0.21,"6,939","5,801",106.1,"1,498",669,"2,438",35.14%,"54,660,345"
1726,tanzania,2016,11.564,0.09,0.21,"6,907","5,788",109.1,"1,473",665,"2,444",35.38%,"53,049,231"
1727,tanzania,2015,11.790,0.10,0.22,"6,476","5,427",105.4,"1,459",659,"2,166",33.45%,"51,482,638"
1728,tanzania,2014,10.789,0.10,0.21,"6,017","4,941",98.9,"1,189",643,"2,643",43.93%,"49,960,563"
1729,tanzania,2013,10.964,0.11,0.22,"5,720","4,640",95.7,"1,178",632,"1,783",31.17%,"48,483,132"
1730,tanzania,2012,9.999,0.10,0.20,"5,420","4,433",97.0,"1,179",633,"1,820",33.58%,"45,688,000"
1731,tanzania,2011,8.388,0.09,0.18,"4,960","3,856",87.0,"1,168",622,"2,050",41.33%,"44,348,000"
1732,tanzania,2010,7.288,0.08,0.16,"5,145","4,156",96.5,"1,158",612,"2,750",53.45%,"43,060,000"
1733,tanzania,2009,6.068,0.07,0.14,"4,584","2,963",70.8,"1,052",606,"2,614",57.02%,"41,824,000"
1734,tanzania,2008,6.259,0.08,0.14,"4,256","3,481",85.7,"1,101",622,"2,623",61.63%,"40,640,000"
1735,tanzania,2007,6.096,0.08,0.15,"4,058","3,264",82.6,"1,000",622,"2,499",61.58%,"39,522,000"
1736,tanzania,2006,6.209,0.09,0.15,"3,312","2,557",66.6,999,621,"1,422",42.93%,"38,421,000"
1737,tanzania,2005,5.968,0.09,0.15,"3,430","2,520",67.5,961,621,"1,760",51.31%,"37,354,000"
1738,tanzania,2004,5.316,0.09,0.14,"2,838","2,350",64.7,923,599,"2,333",82.21%,"36,314,000"
1739,tanzania,2003,3.968,0.07,0.11,"2,627","2,000",56.7,922,598,"2,524",96.08%,"35,302,000"
1740,tanzania,2002,3.745,0.07,0.10,"2,820","2,213",64.5,914,590,"2,693",95.50%,"34,328,000"
1741,tanzania,2001,3.287,0.07,0.09,"2,718","2,070",62.0,892,590,"2,576",94.78%,"33,406,000"
1742,tanzania,2000,3.105,0.07,0.09,"2,439","1,931",59.3,892,590,"2,121",86.96%,"32,544,000"
1743,tanzania,1999,2.670,0.06,0.08,"2,346","1,812",57.1,803,560,"2,143",91.35%,"31,751,000"
1744,tanzania,1998,2.854,0.07,0.09,"2,407","2,213",71.4,596,377,"2,057",85.46%,"31,014,000"
1745,tanzania,1997,3.271,0.08,0.10,"1,660","1,576",52.0,591,377,"1,435",86.45%,"30,330,000"
1746,tanzania,1996,3.485,0.09,0.11,"1,959","1,796",60.7,591,377,"1,731",88.36%,"29,603,000"
1747,tanzania,1995,2.958,0.08,0.10,"1,808","1,558",54.0,591,377,"1,524",84.29%,"28,829,000"
1748,tanzania,1994,2.161,0.06,0.07,"1,676","1,330",47.5,543,329,"1,478",88.19%,"27,997,000"
1749,tanzania,1993,2.181,0.06,0.08,"1,847","1,399",51.6,506,329,"1,681",91.01%,"27,116,000"
1750,tanzania,1992,2.077,0.06,0.08,"1,790","1,415",54.0,506,329,"1,634",91.28%,"26,216,000"
1751,tanzania,1991,2.239,0.06,0.09,"1,873","1,479",58.4,506,329,"1,709",91.24%,"25,336,000"
1752,tanzania,1990,2.114,0.06,0.08,"1,692","1,367",55.8,506,329,"1,534",90.66%,"24,507,000"
1753,tanzania,1989,2.001,,0.08,"1,595","1,237",52.1,506,329,"1,431",89.72%,"23,737,000"
1754,tanzania,1988,1.985,,0.08,"1,435","1,118",48.6,439,259,"1,233",85.92%,"23,016,000"
1755,tanzania,1987,1.903,,0.08,"1,409","1,083",48.5,439,259,"1,162",82.47%,"22,336,000"
1756,tanzania,1986,1.870,,0.08,"1,314","1,077",49.7,439,259,"1,069",81.35%,"21,680,000"
1757,tanzania,1985,1.770,,0.08,"1,350","1,122",53.3,439,259,"1,114",82.52%,"21,036,000"
1758,tanzania,1984,1.680,,0.08,"1,336","1,141",55.9,439,259,"1,094",81.89%,"20,402,000"
1759,tanzania,1983,1.608,,0.08,"1,304","1,147",58.0,439,259,"1,064",81.60%,"19,791,000"
1760,tanzania,1982,1.641,,0.08,"1,262","1,139",59.4,439,259,"1,028",81.46%,"19,187,000"
1761,tanzania,1981,1.798,,0.09,"1,249","1,149",61.8,431,251,"1,019",81.59%,"18,601,000"
1762,tanzania,1980,1.785,,0.10,"1,208","1,100",61.0,420,240,987,81.71%,"18,034,000"
1763,south-africa,2020,435.127,0.64,7.41,"223,210",,,,"9,576","15,652",7.01%,"59,622,000"
1764,south-africa,2019,467.899,0.64,8.06,"231,849","202,286","3,441.7","58,216","7,947","11,397",4.92%,"58,775,000"
1765,south-africa,2018,458.961,0.63,8.00,"234,682","205,807","3,552.1","58,112","7,843","11,213",4.78%,"57,939,000"
1766,south-africa,2017,460.869,0.64,8.13,"235,720","207,189","3,628.7","53,862","6,484","9,391",3.98%,"57,098,000"
1767,south-africa,2016,456.817,0.64,8.16,"234,015","205,589","3,654.8","50,140","4,574","7,255",3.10%,"56,252,000"
1768,south-africa,2015,456.850,0.64,8.26,"230,418","209,508","3,781.3","47,183","3,342","5,620",2.44%,"55,407,000"
1769,south-africa,2014,481.196,0.68,8.82,"235,484","211,885","3,882.5","46,079","2,639","3,336",1.42%,"54,574,000"
1770,south-africa,2013,469.341,0.68,8.73,"237,485","211,496","3,934.7","46,245","1,426","1,527",0.64%,"53,751,000"
1771,south-africa,2012,457.844,0.68,8.64,"239,862","212,612","4,016.9","46,374",928,"1,611",0.67%,"52,930,000"
1772,south-africa,2011,441.797,0.67,8.45,"243,453","218,381","4,189.3","46,339",923,"2,437",1.00%,"52,129,000"
1773,south-africa,2010,460.435,0.72,8.93,"241,984","215,041","4,189.5","46,305",919,"2,480",1.02%,"51,329,000"
1774,south-africa,2009,455.155,0.74,8.93,"230,641","204,604","4,048.0","44,316",935,"1,718",0.74%,"50,545,000"
1775,south-africa,2008,485.794,0.77,9.64,"239,686","213,625","4,290.1","44,332",933,"1,510",0.63%,"49,795,000"
1776,south-africa,2007,457.817,0.75,9.18,"245,562","220,397","4,489.7","42,970",927,"1,163",0.47%,"49,089,000"
1777,south-africa,2006,439.026,0.76,8.89,"235,447","209,594","4,326.3","42,749",922,"3,170",1.35%,"48,446,000"
1778,south-africa,2005,434.640,0.79,8.90,"227,928","203,683","4,255.8","42,140",920,"1,617",0.71%,"47,860,000"
1779,south-africa,2004,424.039,0.82,8.79,"227,528","198,996","4,206.2","42,019",799,"1,236",0.54%,"47,310,000"
1780,south-africa,2003,393.089,0.79,8.25,"217,206","194,678","4,159.3","42,018",798,"1,063",0.49%,"46,806,000"
1781,south-africa,2002,369.767,0.77,7.86,"203,238","190,341","4,106.2","42,016",796,"2,637",1.30%,"46,355,000"
1782,south-africa,2001,356.386,0.76,7.68,"196,289","180,766","3,953.4","42,052",792,"2,368",1.21%,"45,724,000"
1783,south-africa,2000,346.603,0.76,7.58,"195,829","180,103","4,011.2","46,253",798,"1,650",0.84%,"44,900,000"
1784,south-africa,1999,339.948,0.78,7.54,"188,490","173,851","3,930.6","41,215",668,923,0.49%,"44,230,000"
1785,south-africa,1998,356.717,0.84,8.04,"191,041","172,043","3,947.8","39,447",668,"1,826",0.96%,"43,580,000"
1786,south-africa,1997,350.497,0.83,8.03,"195,063","172,357","4,015.8","39,132",668,"2,238",1.15%,"42,920,000"
1787,south-africa,1996,335.545,0.81,7.82,"186,188","165,373","3,917.9","36,573",610,"1,379",0.74%,"42,210,000"
1788,south-africa,1995,324.266,0.82,7.70,"176,051","161,668","3,902.2","37,760",610,529,0.30%,"41,430,000"
1789,south-africa,1994,307.720,0.80,7.47,"170,705","154,100","3,799.3","35,936",610,"1,074",0.63%,"40,560,000"
1790,south-africa,1993,300.826,0.81,7.46,"163,268","148,020","3,736.0","37,646",550,146,0.09%,"39,620,000"
1791,south-africa,1992,299.006,0.81,7.60,"157,079","143,580","3,714.9","36,856",550,752,0.48%,"38,650,000"
1792,south-africa,1991,305.547,0.81,7.95,"158,861","146,260","3,880.6","36,238",550,"1,980",1.25%,"37,690,000"
1793,south-africa,1990,313.668,0.83,8.35,"156,007","144,692","3,932.9","33,853",550,"1,010",0.65%,"36,790,000"
1794,south-africa,1989,301.758,,8.21,"153,390","144,620","4,020.6","32,417",550,"2,759",1.80%,"35,970,000"
1795,south-africa,1988,305.042,,8.48,"148,132","140,348","3,987.2","31,475",550,"3,162",2.13%,"35,200,000"
1796,south-africa,1987,301.453,,8.56,"142,010","134,021","3,889.2","29,628",550,"1,617",1.14%,"34,460,000"
1797,south-africa,1986,285.411,,8.28,"138,274","132,130","3,917.3","26,696",550,"1,623",1.17%,"33,730,000"
1798,south-africa,1985,287.729,,8.53,"133,236","124,624","3,778.8","24,369",550,624,0.47%,"32,980,000"
1799,south-africa,1984,283.078,,8.59,"127,395","119,026","3,695.3","25,470",550,560,0.44%,"32,210,000"
1800,south-africa,1983,265.472,,8.26,"113,870","104,497","3,326.9","24,559",550,595,0.52%,"31,410,000"
1801,south-africa,1982,263.317,,8.40,"111,915","103,266","3,373.6","23,959",550,"1,016",0.91%,"30,610,000"
1802,south-africa,1981,256.792,,8.41,"106,932","98,892","3,315.2","23,859",550,"1,656",1.55%,"29,830,000"
1803,south-africa,1980,243.146,,8.17,"93,073","85,519","2,940.8","20,548",548,992,1.07%,"29,080,000"
1804,kenya,2020,16.414,0.07,0.31,,,,,,,,"53,771,300"
1805,kenya,2019,19.040,0.08,0.36,"10,706","8,243",173.2,"3,046","2,182","9,472",88.47%,"47,600,000"
1806,kenya,2018,18.544,0.09,0.36,"11,577","9,267",199.3,"2,796","2,030","10,124",87.45%,"46,500,000"
1807,kenya,2017,19.282,0.09,0.39,"10,598","8,501",187.3,"2,401","1,635","8,216",77.52%,"45,400,000"
1808,kenya,2016,19.569,0.10,0.40,"9,120","7,317",165.2,"2,399","1,613","7,738",84.85%,"44,300,000"
1809,kenya,2015,17.559,0.10,0.37,"9,771","8,151",188.2,"2,419","1,600","8,444",86.42%,"43,300,000"
1810,kenya,2014,15.458,0.09,0.34,"9,158","7,573",178.6,"2,220","1,486","7,544",82.38%,"42,400,000"
1811,kenya,2013,14.426,0.09,0.32,"8,703","7,155",172.8,"1,858","1,143","6,141",70.56%,"41,400,000"
1812,kenya,2012,12.631,0.08,0.29,"8,027","6,531",161.7,"1,733","1,097","6,091",75.88%,"40,400,000"
1813,kenya,2011,13.507,0.09,0.32,"7,589","6,255",158.4,"1,679","1,071","5,174",68.18%,"39,500,000"
1814,kenya,2010,13.209,0.09,0.32,"7,242","6,062",157.0,"1,528","1,033","5,092",70.31%,"38,600,000"
1815,kenya,2009,12.184,0.09,0.30,"6,581","5,524",146.5,"1,368",944,"3,734",56.74%,"37,700,000"
1816,kenya,2008,10.460,0.08,0.27,"6,417","5,363",146.1,"1,338",914,"4,137",64.46%,"36,700,000"
1817,kenya,2007,9.874,0.08,0.26,"6,530","5,448",152.6,"1,271",847,"4,800",73.51%,"35,700,000"
1818,kenya,2006,9.840,0.08,0.27,"6,324","5,161",148.7,"1,434",847,"4,574",72.32%,"34,700,000"
1819,kenya,2005,8.872,0.08,0.25,"5,862","4,751",140.6,"1,410",835,"4,316",73.62%,"33,800,000"
1820,kenya,2004,7.966,0.08,0.23,"5,453","4,569",138.9,"1,349",832,"4,191",76.85%,"32,900,000"
1821,kenya,2003,7.012,0.07,0.21,"5,098","4,228",132.1,"1,237",807,"4,330",84.94%,"32,000,000"
1822,kenya,2002,7.838,0.08,0.24,"4,752","3,937",126.6,"1,181",764,"3,790",79.76%,"31,100,000"
1823,kenya,2001,8.040,0.08,0.25,"4,593","3,848",127.0,"1,271",862,"3,175",69.13%,"30,300,000"
1824,kenya,2000,8.621,0.09,0.27,"4,054","3,397",115.1,"1,079",750,"2,057",50.75%,"29,500,000"
1825,kenya,1999,7.806,0.09,0.26,"4,314","3,455",120.4,972,675,"2,916",67.59%,"28,700,000"
1826,kenya,1998,7.599,0.09,0.26,"4,535","3,736",134.4,822,600,"3,753",82.76%,"27,800,000"
1827,kenya,1997,7.052,0.08,0.24,"4,414","3,610",133.7,817,603,"3,714",84.14%,"27,000,000"
1828,kenya,1996,7.307,0.09,0.26,"4,218","3,604",137.0,764,604,"3,835",90.92%,"26,300,000"
1829,kenya,1995,6.674,0.08,0.24,"4,035","3,455",135.5,764,604,"3,643",90.29%,"25,500,000"
1830,kenya,1994,6.179,0.08,0.23,"3,616","3,311",133.5,763,604,"3,420",94.58%,"24,800,000"
1831,kenya,1993,6.201,0.08,0.24,"3,578","3,285",136.3,760,604,"3,455",96.55%,"24,100,000"
1832,kenya,1992,6.308,0.08,0.25,"3,392","2,994",128.0,760,604,"3,254",95.93%,"23,400,000"
1833,kenya,1991,6.226,0.08,0.26,"3,395","2,998",132.1,760,604,"3,246",95.61%,"22,700,000"
1834,kenya,1990,6.476,0.09,0.28,"3,256","2,880",130.9,784,604,"3,039",93.33%,"22,000,000"
1835,kenya,1989,6.584,,0.29,"3,053","2,710",126.7,678,498,"2,951",96.66%,"21,400,000"
1836,kenya,1988,6.238,,0.29,"2,986","2,621",126.6,674,498,"2,801",93.80%,"20,700,000"
1837,kenya,1987,6.271,,0.30,"2,576","2,385",119.3,530,354,"2,326",90.29%,"20,000,000"
1838,kenya,1986,6.032,,0.30,"2,442","2,342",121.4,530,354,"2,253",92.26%,"19,300,000"
1839,kenya,1985,5.401,,0.27,"2,588","2,493",133.3,514,354,"2,142",82.76%,"18,700,000"
1840,kenya,1984,5.256,,0.28,"2,345","2,282",126.1,514,354,"1,850",78.89%,"18,100,000"
1841,kenya,1983,4.542,,0.25,"2,317","2,202",125.8,514,354,"1,860",80.28%,"17,500,000"
1842,kenya,1982,4.860,,0.28,"1,908","1,836",108.7,514,354,"1,617",84.75%,"16,900,000"
1843,kenya,1981,5.190,,0.31,"1,856","1,794",110.0,526,354,"1,543",83.13%,"16,308,000"
1844,kenya,1980,5.216,,0.32,"1,585","1,662",105.7,526,354,"1,182",74.57%,"15,721,000"
1845,uganda,2020,5.352,0.05,0.11,,,,,,,,"45,741,000"
1846,uganda,2019,6.204,0.06,0.14,"5,559","4,207",95.0,"1,080",881,"5,497",98.88%,"44,269,587"
1847,uganda,2018,5.982,0.07,0.14,"4,364","3,186",74.6,"1,045",847,"4,179",95.76%,"42,729,032"
1848,uganda,2017,5.750,0.07,0.13,"4,018","2,714",65.9,"1,006",828,"3,972",98.85%,"41,166,588"
1849,uganda,2016,5.570,0.07,0.13,"3,884","2,860",78.2,961,795,"3,816",98.26%,"36,561,000"
1850,uganda,2015,5.187,0.07,0.13,"3,009","2,341",66.0,959,793,"2,935",97.53%,"35,492,000"
1851,uganda,2014,5.029,0.07,0.13,"3,129","2,360",68.5,936,780,"3,042",97.24%,"34,477,000"
1852,uganda,2013,4.353,0.06,0.12,"2,784","2,010",60.0,908,772,"2,780",99.86%,"33,510,000"
1853,uganda,2012,4.156,0.06,0.11,"2,117","1,357",41.7,895,759,"1,844",87.08%,"32,548,000"
1854,uganda,2011,4.278,0.06,0.12,"2,739","2,029",64.3,685,499,"1,772",64.69%,"31,537,000"
1855,uganda,2010,4.172,0.07,0.12,"2,846","2,106",69.0,651,464,"1,803",63.37%,"30,521,000"
1856,uganda,2009,3.646,0.06,0.11,"2,399","1,527",51.7,627,463,"1,572",65.53%,"29,549,000"
1857,uganda,2008,3.466,0.06,0.11,"2,314","1,501",52.5,569,357,"1,758",75.97%,"28,578,000"
1858,uganda,2007,3.260,0.07,0.11,"1,964","1,319",47.8,454,338,"1,456",74.13%,"27,606,000"
1859,uganda,2006,2.756,0.06,0.09,"1,571","1,033",38.7,432,321,"1,218",77.52%,"26,678,000"
1860,uganda,2005,2.396,0.06,0.08,"1,953","1,191",46.2,372,319,"1,890",96.77%,"25,795,000"
1861,uganda,2004,1.990,0.05,0.07,"1,937",871,34.9,322,318,"1,935",99.90%,"24,956,000"
1862,uganda,2003,1.875,0.05,0.07,"1,800","1,091",45.2,322,318,"1,795",99.72%,"24,116,000"
1863,uganda,2002,1.759,0.05,0.07,"1,712",868,37.3,321,317,"1,705",99.59%,"23,277,000"
1864,uganda,2001,1.711,0.05,0.07,"1,583",880,39.1,321,317,"1,577",99.62%,"22,526,000"
1865,uganda,2000,1.622,0.05,0.07,"1,587",962,44.1,296,292,"1,581",99.62%,"21,820,000"
1866,uganda,1999,1.275,0.04,0.05,"1,264",997,47.2,280,276,"1,258",99.53%,"21,113,000"
1867,uganda,1998,1.219,0.05,0.05,"1,266",998,48.8,265,261,"1,255",99.13%,"20,450,000"
1868,uganda,1997,1.037,0.04,0.05,"1,251","1,048",52.9,265,261,"1,240",99.12%,"19,832,000"
1869,uganda,1996,0.967,0.04,0.05,"1,118",924,48.1,190,186,"1,107",99.05%,"19,214,000"
1870,uganda,1995,0.890,0.04,0.04,"1,045",857,46.1,193,186,"1,035",99.05%,"18,595,000"
1871,uganda,1994,0.856,0.04,0.04,"1,007",822,45.6,162,155,997,99.06%,"18,021,000"
1872,uganda,1993,0.830,0.04,0.04,967,785,45.0,162,155,958,99.05%,"17,447,000"
1873,uganda,1992,0.816,0.05,0.04,982,802,47.5,162,155,973,99.05%,"16,873,000"
1874,uganda,1991,0.867,0.05,0.05,775,609,37.3,162,155,768,99.06%,"16,343,000"
1875,uganda,1990,0.674,0.04,0.04,766,602,38.2,162,155,761,99.35%,"15,782,000"
1876,uganda,1989,0.672,,0.04,682,522,34.3,162,155,678,99.41%,"15,227,000"
1877,uganda,1988,0.780,,0.05,585,434,29.6,162,155,581,99.32%,"14,679,000"
1878,uganda,1987,0.567,,0.04,614,395,27.9,162,155,612,99.67%,"14,147,000"
1879,uganda,1986,0.506,,0.03,644,368,27.0,162,155,640,99.38%,"13,641,000"
1880,uganda,1985,0.445,,0.03,632,373,28.3,162,155,628,99.37%,"13,169,000"
1881,uganda,1984,0.409,,0.03,616,357,28.0,162,155,612,99.35%,"12,734,000"
1882,uganda,1983,0.410,,0.03,517,263,21.3,162,155,513,99.23%,"12,335,000"
1883,uganda,1982,0.415,,0.03,563,311,26.0,162,155,555,98.58%,"11,962,000"
1884,uganda,1981,0.370,,0.03,520,305,26.2,163,156,513,98.65%,"11,607,000"
1885,uganda,1980,0.592,,0.05,634,301,26.7,163,156,633,99.84%,"11,264,000"
1886,algeria,2020,163.473,0.35,3.77,,,,,,,,"43,851,043"
1887,algeria,2019,176.625,0.36,4.14,"76,685","66,646","1,534.8","21,208",728,837,1.09%,"43,424,000"
1888,algeria,2018,170.925,0.35,4.07,"72,109","62,114","1,458.8","21,208",728,782,1.08%,"42,578,000"
1889,algeria,2017,162.097,0.33,3.92,"71,495","60,283","1,444.9","19,602",710,635,0.89%,"41,721,000"
1890,algeria,2016,159.231,0.33,3.92,"66,755","55,823","1,367.0","19,078",529,332,0.50%,"40,836,000"
1891,algeria,2015,161.479,0.35,4.05,"64,682","53,455","1,337.6","17,119",359,221,0.34%,"39,963,000"
1892,algeria,2014,152.187,0.34,3.89,"60,401","49,207","1,258.0","15,879",311,252,0.42%,"39,114,000"
1893,algeria,2013,141.534,0.33,3.69,"56,314","45,202","1,180.3","15,025",310,327,0.58%,"38,297,000"
1894,algeria,2012,137.221,0.33,3.65,"53,985","42,868","1,143.3","13,023",302,616,1.14%,"37,495,000"
1895,algeria,2011,122.858,0.30,3.34,"48,176","38,135","1,038.6","11,447",302,497,1.03%,"36,717,000"
1896,algeria,2010,116.530,0.30,3.23,"42,999","33,841",940.6,"11,327",277,172,0.40%,"35,978,000"
1897,algeria,2009,114.276,0.30,3.22,"36,206","28,315",802.9,"11,327",277,303,0.84%,"35,268,000"
1898,algeria,2008,110.872,0.30,3.18,"37,836","30,500",881.7,"8,134",282,280,0.74%,"34,591,000"
1899,algeria,2007,106.030,0.29,3.09,"34,976","28,335",836.9,"8,134",282,224,0.64%,"33,858,000"
1900,algeria,2006,103.429,0.29,3.06,"33,124","26,911",806.9,"7,899",282,216,0.65%,"33,351,000"
1901,algeria,2005,98.609,0.28,2.96,"31,907","27,516",837.5,"7,499",282,549,1.72%,"32,855,000"
1902,algeria,2004,92.742,0.28,2.82,"29,387","24,425",754.7,"7,251",280,248,0.84%,"32,366,000"
1903,algeria,2003,93.085,0.30,2.87,"27,810","23,612",740.5,"6,845",280,262,0.94%,"31,885,000"
1904,algeria,2002,86.644,0.29,2.71,"25,992","21,624",688.3,"6,835",280,56,0.22%,"31,414,000"
1905,algeria,2001,82.135,0.29,2.60,"25,031","20,648",667.0,"6,400",280,68,0.27%,"30,954,000"
1906,algeria,2000,83.735,0.31,2.69,"23,890","19,716",646.3,"6,398",274,53,0.22%,"30,506,000"
1907,algeria,1999,81.046,0.31,2.63,"23,282","18,492",617.1,"6,044",274,201,0.86%,"29,965,000"
1908,algeria,1998,77.815,0.31,2.57,"21,448","16,905",572.9,"6,044",274,213,0.99%,"29,507,000"
1909,algeria,1997,77.663,0.32,2.60,"19,739","15,365",529.0,"6,040",275,74,0.37%,"29,045,000"
1910,algeria,1996,79.214,0.33,2.69,"19,124","15,172",531.1,"6,039",275,134,0.70%,"28,566,000"
1911,algeria,1995,80.322,0.35,2.78,"18,090","14,474",515.8,"6,007",275,191,1.06%,"28,060,000"
1912,algeria,1994,77.736,0.35,2.74,"18,703","14,365",522.4,"6,007",275,164,0.88%,"27,496,000"
1913,algeria,1993,80.272,0.36,2.89,"18,267","14,039",522.0,"5,814",275,349,1.91%,"26,894,000"
1914,algeria,1992,80.017,0.35,2.94,"17,199","14,035",534.2,"5,369",286,197,1.15%,"26,271,000"
1915,algeria,1991,72.117,0.32,2.72,"16,319","13,034",508.3,"5,369",286,290,1.78%,"25,643,000"
1916,algeria,1990,68.004,0.30,2.62,"15,145","12,734",508.9,"4,657",286,134,0.88%,"25,022,000"
1917,algeria,1989,71.036,,2.81,"14,449","12,190",493.5,"4,657",286,263,1.82%,"24,700,000"
1918,algeria,1988,70.584,,2.87,"14,080","11,954",496.0,"4,656",285,181,1.29%,"24,100,000"
1919,algeria,1987,69.842,,2.92,"13,014","11,119",475.2,"3,936",285,491,3.77%,"23,400,000"
1920,algeria,1986,72.668,,3.13,"12,214","10,343",453.6,"3,836",285,247,2.02%,"22,800,000"
1921,algeria,1985,69.820,,3.09,"11,569","9,686",436.3,"3,736",285,639,5.52%,"22,200,000"
1922,algeria,1984,60.519,,2.76,"10,537","8,959",423.1,"3,546",285,516,4.90%,"21,175,000"
1923,algeria,1983,57.478,,2.71,"9,615","8,207",400.0,"3,436",285,233,2.42%,"20,516,000"
1924,algeria,1982,54.913,,2.67,"8,824","7,733",389.3,"3,187",285,474,5.37%,"19,864,000"
1925,algeria,1981,53.265,,2.67,"7,650","6,713",348.8,"2,809",285,362,4.73%,"19,246,000"
1926,algeria,1980,56.615,,2.93,"6,683","5,915",316.9,"2,306",285,248,3.71%,"18,666,000"
1927,angola,2020,22.514,0.11,0.69,,,,,,,,"32,866,268"
1928,angola,2019,24.458,0.12,0.77,"13,556","11,815",371.3,"5,566","3,499","9,248",68.22%,"31,825,299"
1929,angola,2018,26.454,0.12,0.86,"11,686","10,239",332.3,"5,214","3,147","8,865",75.86%,"30,809,787"
1930,angola,2017,28.249,0.13,0.95,"10,676","9,469",333.7,"4,551","2,484","7,794",73.00%,"28,377,000"
1931,angola,2016,33.072,0.15,1.15,"10,204","9,037",328.6,"2,618","1,334","5,930",58.12%,"27,503,000"
1932,angola,2015,32.607,0.15,1.17,"9,309","8,231",308.5,"2,108","1,017","5,097",54.75%,"26,681,000"
1933,angola,2014,30.420,0.14,1.13,"9,217","8,149",314.6,"1,786","1,016","5,044",54.73%,"25,901,000"
1934,angola,2013,27.832,0.13,1.07,"7,976","7,050",280.4,"1,718",948,"4,734",59.35%,"25,147,000"
1935,angola,2012,24.199,0.12,0.96,"6,034","5,335",218.5,"1,656",886,"3,748",62.11%,"24,414,000"
1936,angola,2011,24.843,0.13,1.03,"5,523","4,886",206.2,"1,583",813,"3,978",72.02%,"23,703,000"
